field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
8MQ2M9901SA,"RECTANGULAR MODULE, RCPT, 11POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M9901SA=Order Code:3874449,Product Range:MQuick Series=No. of Contacts:11Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£94.84,1+:£94.84=5+:£90.50=10+:£88.50=25+:£86.15=50+:£80.48=100+:£76.14,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ8106-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M01L28AN,"RECTANGULAR MODULE, PLUG, 1POS, 1ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M01L28AN=Order Code:3874048,Product Range:MQuick Series=No. of Contacts:1Contacts=No. of Rows:1 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£33.46,1+:£33.46=5+:£32.67,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7738-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0412SBE,"RECTANGULAR MODULE, RCPT, 4POS, 2ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0412SBE=Order Code:3874156,Product Range:MQuick Series=No. of Contacts:4Contacts=No. of Rows:2 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£72.27,1+:£72.27=5+:£70.85=10+:£69.44=25+:£67.54=50+:£62.82=100+:£59.52,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7839-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0816SNE,"RECTANGULAR MODULE, RCPT, 8POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0816SNE=Order Code:3874227,Product Range:MQuick Series=No. of Contacts:8Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£46.26,1+:£46.26=5+:£45.16,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7903-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M01L28AB,"RECTANGULAR MODULE, PLUG, 1POS, 1ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M01L28AB=Order Code:3874041,Product Range:MQuick Series=No. of Contacts:1Contacts=No. of Rows:1 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£33.46,1+:£33.46=5+:£32.67,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7738-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0816PCE,"RECTANGULAR MODULE, PLUG, 8POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0816PCE=Order Code:3874201,Product Range:MQuick Series=No. of Contacts:8Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£32.24,1+:£32.24=5+:£31.48,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7879-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0816RC,"RECTANGULAR MODULE, PLUG, 8POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0816RC=Order Code:3874211,Product Range:MQuick Series=No. of Contacts:8Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£64.60,1+:£64.60=5+:£63.34=10+:£62.07=25+:£60.39=50+:£56.16=100+:£53.21,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7892-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0816PC,"RECTANGULAR MODULE, PLUG, 8POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0816PC=Order Code:3874200,Product Range:MQuick Series=No. of Contacts:8Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£67.10,1+:£67.10=5+:£64.03=10+:£62.61=25+:£60.96=50+:£56.94=100+:£53.88,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7878-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M1220UC,"RECTANGULAR MODULE, RCPT, 12POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M1220UC=Order Code:3874331,Product Range:MQuick Series=No. of Contacts:12Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£75.07,1+:£75.07=5+:£73.60=10+:£72.12=25+:£70.16=50+:£65.25=100+:£61.82,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ8000-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0816RDE,"RECTANGULAR MODULE, PLUG, 8POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0816RDE=Order Code:3874214,Product Range:MQuick Series=No. of Contacts:8Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£74.51,1+:£74.51=5+:£73.05=10+:£71.59=25+:£69.65=50+:£64.77=100+:£61.36,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7891-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M9901RD,"RECTANGULAR MODULE, PLUG, 11POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M9901RD=Order Code:3874444,Product Range:MQuick Series=No. of Contacts:11Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£65.39,1+:£65.39=5+:£64.10=10+:£62.81=25+:£61.10=50+:£56.83=100+:£53.85,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ8102-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M9910AAE,"RECTANGULAR MODULE, PLUG, 10POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M9910AAE=Order Code:3874472,Product Range:MQuick Series=No. of Contacts:10Contacts=No. of Rows:3 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£42.94,1+:£42.94=100+:£34.93=500+:£31.49=1000+:£26.53=2500+:£22.98,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ8129-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0412UB,"RECTANGULAR MODULE, RCPT, 4POS, 2ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0412UB=Order Code:3874165,Product Range:MQuick Series=No. of Contacts:4Contacts=No. of Rows:2 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£74.11,1+:£74.11=5+:£72.65=10+:£71.20=25+:£69.27=50+:£64.43=100+:£61.03,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7852-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0936BN,"RECTANGULAR MODULE, RCPT, 9POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0936BN=Order Code:3874260,Product Range:MQuick Series=No. of Contacts:9Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:-,,,,£33.72,1+:£33.72=5+:£31.39=10+:£29.37=25+:£28.13=50+:£27.36=100+:£24.87=250+:£23.46=500+:£21.76,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7930-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0412BDE,"RECTANGULAR MODULE, RCPT, 4POS, 2ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0412BDE=Order Code:3874129,Product Range:MQuick Series=No. of Contacts:4Contacts=No. of Rows:2 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:-,,,,£45.57,1+:£45.57=5+:£43.48=10+:£42.52=25+:£41.40=50+:£38.67=100+:£36.58,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0",72AJ7811-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0412AC,"RECTANGULAR MODULE, PLUG, 4POS, 2ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0412AC=Order Code:3874115,Product Range:MQuick Series=No. of Contacts:4Contacts=No. of Rows:2 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£49.94,1+:£49.94=5+:£47.66=10+:£46.60=25+:£45.37=50+:£42.38=100+:£40.10,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7798-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M01L28AD,"RECTANGULAR MODULE, PLUG, 1POS, 1ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M01L28AD=Order Code:3874045,Product Range:MQuick Series=No. of Contacts:1Contacts=No. of Rows:1 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£69.05,1+:£69.05=5+:£62.68=10+:£61.08=25+:£56.57=50+:£53.38=100+:£48.60=250+:£48.07,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7738-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M0412ACE,"RECTANGULAR MODULE, PLUG, 4POS, 2ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M0412ACE=Order Code:3874116,Product Range:MQuick Series=No. of Contacts:4Contacts=No. of Rows:2 Row=Gender:Plug (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Pin=Contact Termination Type:Crimp=Contact Material:-,,,,£56.73,1+:£56.73=5+:£54.12=10+:£52.93=25+:£51.52=50+:£48.14=100+:£45.53,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0",72AJ7805-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M1220SNE,"RECTANGULAR MODULE, RCPT, 12POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M1220SNE=Order Code:3874326,Product Range:MQuick Series=No. of Contacts:12Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Crimp=Contact Material:Copper Alloy,,,,£103.91,1+:£103.91=5+:£99.16=10+:£96.97=25+:£94.40=50+:£88.19=100+:£83.43,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ7987-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
8MQ2M1220UNE,"RECTANGULAR MODULE, RCPT, 12POS, 3ROW",Manufacturer:SOURIAU-SUNBANK / EATON=Manufacturer Part No:8MQ2M1220UNE=Order Code:3874337,Product Range:MQuick Series=No. of Contacts:12Contacts=No. of Rows:3 Row=Gender:Receptacle (View Associated Connectors)=Rectangular Shell Size:-=Contact Gender:Socket=Contact Termination Type:Through Hole=Contact Material:Copper Alloy,,,,£116.88,1+:£116.88=5+:£114.57=10+:£112.28=25+:£109.23=50+:£101.60=100+:£96.25,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:0, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):0=Product traceability:Date/Lot Code",72AJ8001-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connector Inserts - Modules,Rectangular Power Connector Inserts - Modules
